Feature,Mean,Std
SEQN,6.724238708248223e-05,0.00014063988011803083
svy_psu,0.0002328588796982123,0.0007358938882210091
svy_strata,0.0006313876982604033,0.0015501603941053188
svy_year,0.00021411102920734825,0.000613249462099894
demo_age_years,0.00011516363881293409,0.0003475201773539374
bp_sys_mean,0.019782822158805835,0.03039724278284089
bp_dia_mean,0.00036113575711584707,0.0008942975931981614
DSDCOUNT_x,2.6963275168053873e-05,4.251123665213666e-05
DSDANCNT,6.833365950026261e-05,7.558670126224882e-05
DR1EXMER,0.00046719082434260923,0.0013404900859799174
DR1DAY,5.092145056812662e-06,1.1001386086683703e-05
DS1DSCNT,0.0033220477359376622,0.007816949179790396
DS1ANCNT,9.806769848193812e-06,3.035877256060997e-05
BMXWT,0.00021806934576085326,0.0004908656753662426
BMXHT,7.011124894818302e-05,0.00013635228293877496
BMXBMI,0.00013014432375088835,0.0003770712883349715
BMXLEG,9.427597402101392e-05,0.0002438831421046525
BMXARML,0.0001581244106145059,0.00033136651708791506
BMXARMC,0.0004295330973796789,0.00092675248013462
BMXWAIST,0.00019388950544131097,0.00031949389503430395
BPXPLS,0.0010165937012002048,0.0029740303160157595
BPXML1,0.002742695667148592,0.008664985836476458
BPXSY1,0.01801324827742848,0.03493354335478534
BPXDI1,0.00012255931217899858,0.00030043378465897453
BPXSY2,0.009947159518061927,0.02120555478166603
BPXDI2,0.0036571121657558298,0.008859918097224796
BPXSY3,0.0045901347538376495,0.014136666830152392
BPXDI3,0.0014403097960096396,0.004149271143670574
LBXWBCSI,7.722331254180934e-05,0.000132976350066933
LBXLYPCT,0.00014776886797638724,0.00043969496821231064
LBXMOPCT,2.712812355090677e-05,7.846722550062518e-05
LBXNEPCT,0.00041803062835051323,0.0012937916678159675
LBXEOPCT,0.0028518217634371564,0.008129235786873919
LBXBAPCT,1.9211270998294974e-05,3.3577422739155876e-05
LBDLYMNO,9.724735532044797e-06,2.019730237971929e-05
LBDMONO,0.00014042697731505828,0.0004082667933833534
LBDNENO,0.00045884496522674844,0.001123485852932508
LBDEONO,8.569584414133868e-05,0.0001572122055163008
LBDBANO,0.00012411041771272878,0.00019848391883134578
LBXRBCSI,4.109123752148998e-06,6.127841170422263e-06
LBXHGB,0.0001072769578443948,0.00021909169856433177
LBXHCT,0.00016518295162359036,0.0004545499862750633
LBXMCVSI,0.0007241022135869989,0.0021355869448217144
LBXMCHSI,9.556341983826735e-05,0.00026297874221240794
LBXMC,9.532394230398467e-05,0.00024373272666718463
LBXRDW,3.059417302090678e-05,9.551096465692132e-05
LBXPLTSI,0.0001884757458665517,0.0004980612613116864
LBXMPSI,9.237773788607577e-05,0.0002662483015036492
LBDTCSI,7.665535662657236e-06,1.4834189314135929e-05
LBDHDD,0.0001447041326060867,0.00034918202947272327
LBXGH,0.0029578038410358427,0.00894361161575292
URXUMA,0.0027135298582435926,0.0057142570672261426
URXUCR,7.039581418920432e-05,9.528993132584133e-05
ALQ130,1.7026713844999526e-05,2.4026136248270648e-05
HOD050,0.0003441774434897338,0.0010259892347860647
WHD010,0.00011966010672865997,0.00023500288867076238
WHD020,5.23477401362689e-05,0.00016543894050309582
WHD050,8.137024965557128e-07,2.326087682888909e-06
WHD110,5.184649144994958e-06,8.622280820658995e-06
WHD120,0.00035659958139490225,0.0008432208029041774
