"","Year","Feature","No_mean","No_sd","Yes_mean","Yes_sd","MeanDecreaseAccuracy_mean","MeanDecreaseAccuracy_sd","MeanDecreaseGini_mean","MeanDecreaseGini_sd"
"304","pre2013","BPAEN2_2",2.72731485991038,0.976192867126407,1.71986298726024,0.999323858739788,3.06533217194096,0.744173122229168,0.314177316012318,0.100787606858584
"305","pre2013","bp_med_aldo_No",1.25716156475456,1.07420981067842,2.91726215055546,0.601381394726918,3.02079980411854,0.596098029734092,0.450625565558638,0.111191797888849
"306","pre2013","DPQ070_2",2.07107891818152,0.674140963484863,2.20221068882511,0.574131029459287,3.00864726391011,0.643523261155605,0.334183883806414,0.0771794363924182
"307","pre2013","MCQ053_9",2.85350370020029,0.591505360053245,1.22827602581172,0.525120468304726,2.96163813213821,0.53649538380611,0.184527126601388,0.0670995221230818
"308","pre2013","BPQ060_9",2.5133951027708,0.804087492457683,1.98474905202702,0.96288443549968,2.94855639296608,0.770667012597614,0.339392042461532,0.0792288519513288
"309","pre2013","bp_med_aldo_Yes",1.25896951798752,0.676499389385071,3.3490009572311,0.729598827774302,2.94483359920616,0.689013564166882,0.507424481248631,0.135139289047251
"310","pre2013","DPQ080_2",2.30181071202646,0.957038267069574,1.92096174769923,1.36907196563234,2.93741005393306,0.942356533304624,0.408062281996784,0.0898683142828122
"311","pre2013","DPQ080_3",2.79816404017847,1.12305897116522,1.54588865745009,1.30052631793708,2.89260720713614,1.20966776609777,0.346899155791781,0.0938362769344477
"312","pre2013","BPQ030_9",3.00720336158365,0.563056091191788,0.913536305280408,1.04191411127157,2.88547688505155,0.576513832533697,0.213430664760477,0.0738409017856019
"313","pre2013","BPAARM_2",1.80060155605204,1.15118047071704,2.52658064213229,0.823339848255328,2.84916722433774,1.03412142497391,0.577226876449504,0.147734426429713
"314","pre2013","bp_med_central_Yes",1.74081671242262,0.956416347108878,2.65911639426742,0.708964472590524,2.81067119004317,0.75173716988645,0.574773967815548,0.333813220050025
"315","pre2013","MCQ160A_9",1.57442542503627,0.924943340736147,2.77952503488729,1.10648476364813,2.76984675610794,1.14942318674115,0.47240887824022,0.228203944378551
"316","pre2013","BPQ080_9",1.81135602848259,0.89881883077929,2.13942740155923,0.684194064253519,2.72945529690387,0.68981641431495,0.372926951600589,0.100731403492216
"317","pre2013","MCQ092_9",2.1430785501734,0.737574445291353,1.93427965780218,0.91527524989783,2.7163211754407,0.665733270018281,0.406013174906522,0.101851335089188
"318","pre2013","BPAEN2_1",2.94124355673439,0.818678618807436,1.28514226666708,0.65714657558119,2.70300971607252,0.700745940485412,0.334128271921936,0.107198777782964
"319","pre2013","demo_race_NonplusHispanicAsian",2.0409970235344,0.98655219516534,1.82050962754856,1.0277716990776,2.69146352686809,0.667812541332261,0.205430685019956,0.0605729438272007
"320","pre2013","bp_med_central_No",1.36376247213178,1.21769631715142,2.3309829856077,0.930231887426164,2.55217101900308,0.745685454920563,0.536185113972219,0.278956262838212
"321","pre2013","BPAARM_1",1.52744889231428,0.985201778246473,2.26327493914817,1.00486076222899,2.49167015465949,0.909076697084087,0.605473320662498,0.177226612844917
"322","pre2013","bp_med_vasod_Yes",1.38491264645337,0.750075522601728,2.1767220993645,0.665158259667862,2.47188878586383,0.63530834369718,0.243962590089506,0.128587971690195
"323","pre2013","PUQ100_9",1.14757705216807,0.784849547839322,2.36540539550836,0.879867689277581,2.36717952834954,0.970279844896313,0.229027297293955,0.107382749472165
"324","pre2013","INDFMMPC_9",2.04217386614241,1.4249937269746,1.58292290449625,0.992707823044307,2.34152249654497,0.847559399916011,0.340328985021021,0.0764389464568652
"325","pre2013","bp_med_vasod_No",1.22299765451431,1.38601589469507,2.2698554503636,0.579887428289648,2.31390443313978,0.967223605593944,0.256857347302443,0.106358993590039
"326","pre2013","DR1LANG_3",1.7516629154159,1.09144393232259,1.52084624211033,0.861117160963164,2.20848762840731,0.608603653641065,0.148030159950167,0.0700559071971792
"327","pre2013","INDFMMPC_7",1.83756229877997,1.00121302071719,1.47094390637321,0.839019320201833,2.17441720139074,0.757358474511018,0.232261880221586,0.0825275794547772
"328","pre2013","DR1LANG_4",1.7308085853523,0.609236058822336,1.42667447995106,1.10290155121015,2.09855905662539,0.761516825736733,0.161969961328368,0.0641043672982805
"329","pre2013","DPQ010_9",1.73469719547341,0.915995997097942,1.16623946844116,0.819129098652406,2.06310369658972,0.972004760917901,0.213912526118078,0.0886267369519294
"330","pre2013","MCQ160D_9",0.829441484710249,1.64757988969847,1.76376288653198,0.82735100670534,2.05032126951432,1.21552334144595,0.121864146454443,0.0295507284774572
"331","pre2013","MCQ160F_9",1.52131164976063,1.16695110446737,1.70844244701681,0.759133198350586,1.98763054596722,0.916719057315415,0.340557304046978,0.310015632119314
"332","pre2013","MCQ220_9",0.894435312098934,0.654760699432028,1.7137750974863,0.753569220030107,1.90757677470531,0.668561530335101,0.34028265285924,0.248554809319207
"333","pre2013","DR1LANG_5",1.04464725304384,1.04781370815796,1.43859748887745,0.718300594129676,1.82644154580755,0.597210205726989,0.0456500172508721,0.0253220187647425
"334","pre2013","MCQ160C_9",1.48328335937348,0.941034514774196,1.20578344854921,0.779300535070564,1.80032495423322,0.954499323217343,0.220854091099184,0.0682019488877051
"335","pre2013","OSQ010C_9",1.21813922791165,1.05786541293551,1.31421987473743,1.19739518097683,1.71715168681274,1.14245462783692,0.264979984464505,0.180132969124437
"336","pre2013","OSQ060_9",1.34286275766166,0.900057005236913,0.964638582943573,1.16844377242124,1.71182028357122,1.08222493719728,0.128192916386299,0.0536049215235212
"337","pre2013","MCQ160B_9",1.83163743916324,1.01857560056305,1.06007714908348,1.10917296804068,1.69982291781912,1.19939260327838,0.0738925419507241,0.0588185949060425
"338","pre2013","DPQ090_3",1.62597601852365,1.14939533811207,0.826846177304682,0.86429971207004,1.68606787530748,1.15077322792783,0.14997783647119,0.065284581025302
"339","pre2013","SMAQUEX_1",1.38957837449842,0.593757090809977,1.03473973311764,1.06233992158054,1.54678296431715,1.01621805123758,0.0863775284286988,0.041524145784159
"340","pre2013","DPQ090_2",1.04575370731976,0.982378666924255,1.54028270762096,1.23159571511477,1.54129589237399,0.955298868270169,0.30171559778954,0.148810895148266
"341","pre2013","MCQ080_9",0.890873501552818,0.810209186861982,1.28135390350627,0.692307341250353,1.53463895166317,0.615309517403904,0.0964388916354791,0.0287675764763252
"342","pre2013","MCQ160L_9",1.66246729618107,1.13743324897218,0.74229076373372,0.833567209543947,1.4889760462471,0.788524965018203,0.150808529929484,0.113299232860942
"343","pre2013","bp_med_renin_inhibitors_Yes",0.964858217675525,1.69740913087657,0.666229778784202,1.19524555597267,1.42781729867134,1.13788150957214,0.0590461961364534,0.0607710545131136
"344","pre2013","DR2DRSTZ_2",1.25345832550892,0.846782734745218,1.00733040933104,0.869300472339686,1.41423442336849,1.11080231831857,0.0642514559506178,0.0278237871416777
"345","pre2013","CDQ010_9",0.872224361099485,1.12630300927474,1.17135989215797,0.808047641064777,1.35322645187394,1.20865907653022,0.147964031723151,0.0822885827855039
"346","pre2013","BPQ090D_9",1.06807504143551,0.991783162453615,0.923718663143799,1.15529928701461,1.35294220873362,1.32879209005916,0.139892382277248,0.0806743615151095
"347","pre2013","SMAQUEX_2",0.986303721761335,0.773071979825994,0.771250575115089,0.849687834885976,1.27972876719825,0.87534666773861,0.094266655670744,0.0441647498910196
"348","pre2013","BPACSZ_2",0.644161675250255,1.01883688946297,1.08793517964962,0.834109194454066,1.26534908977688,1.0207083057939,0.0623173401825477,0.0277164189720917
"349","pre2013","MCQ010_9",1.05339041634094,0.646337059544926,0.400400601001753,0.516914953163744,1.21998027425406,0.557399916164812,0.0321299281534187,0.032907285547093
"350","pre2013","DR1DRSTZ_2",0.703577883029174,1.30468801331405,0.988032743134472,0.639658424192219,1.18374083626954,1.05412889734578,0.088903998574309,0.0515273367712042
"351","pre2013","OSQ010A_9",1.23268745246706,1.2675289080553,0.613529790610303,0.84398533527067,1.15487405805666,1.41122944679499,0.0880469933985175,0.0720338357208733
"352","pre2013","DPQ080_9",0.553223570677332,0.876829379006154,0.6820069955664,0.740585142652693,1.09761701902125,0.624553687684947,0.031339619577641,0.0199929483177348
"353","pre2013","DPQ040_9",0.752321978982047,0.945709333244787,0.774609593170594,0.825359388947365,1.07838462152655,0.930974718786712,0.0424315425097621,0.0313743089708803
"354","pre2013","WHQ030_9",0.777236934159668,0.892721663372201,0.5605497803933,1.13555785074835,1.07070296130545,1.14703673764641,0.023692944629737,0.0177630959088422
"355","pre2013","DR1LANG_6",1.38411415016896,1.30358221439553,-0.234164131999841,0.977716531810277,1.04291117671458,1.27756447667209,0.0754987779477777,0.0292786963758639
"356","pre2013","DPQ020_9",0.905285525489771,0.722063281436019,0.648712892041444,0.862007525384229,1.03836950322012,0.938992132359301,0.117632312442768,0.093354268315956
"357","pre2013","BPAEN1_2",0.883205070077205,1.14315959168801,0.415528023918462,1.07089884308738,1.00181250843975,1.36845257765538,0.0447821967596191,0.0409029467791206
"358","pre2013","DPQ010_7",0.963743919514794,0.869668907188237,0.100100150250438,0.316544468916459,0.952645033348389,0.855447769219284,0.0247238880087121,0.0212288257773381
"359","pre2013","DPQ030_9",0.181673428118152,1.17414454942408,1.292914561857,0.868770620511538,0.95181561400724,1.25003465500168,0.237079970579332,0.119481483018715
"360","pre2013","DPQ060_9",0.546997288610746,0.964925092827981,0.91329345932735,0.889777668708168,0.888534633221215,1.02971507798558,0.0797818278587632,0.0623124808450958
"361","pre2013","MCQ160E_9",0.703301809510788,0.895839013875212,0.441997734654424,0.750126810926405,0.747199713330069,0.850955719228608,0.0220689859963707,0.0125847533585368
"362","pre2013","BPAEN1_1",0.709387877942715,0.80519872251206,0.198443006505976,0.423020955081057,0.722622537945919,0.791590569792254,0.0418286437999791,0.0404719622339515
"363","pre2013","WHQ070_9",0.241804287789747,0.84546720573243,0.509149530809762,0.779459893816284,0.706062905225495,0.867865961503263,0.0689092143421875,0.0420126301227832
"364","pre2013","DPQ090_9",-0.036888444041663,0.957981113295561,1.06180965176496,0.935898765915394,0.701352584260095,0.447346475278912,0.0791159621624241,0.0811723834270759
"365","pre2013","LBXHA_3",0.640351152201239,0.943975003372162,0,0,0.640365424150021,0.944012270408459,0.0278692169833963,0.0277748661145529
"366","pre2013","BPXPTY_1",0.459004163238486,0.820494767739122,0.476776366848965,0.787843202002022,0.582441566586317,1.06086976703791,0.0360620400908709,0.0343747283102385
"367","pre2013","HUQ090_9",0.141705048681716,0.448110709779263,0.400400601001753,0.516914953163744,0.542105463359318,0.584737310403527,0.0168142633305391,0.0157812601208504
"368","pre2013","DIQ010_9",-4.21884749357559e-17,0.471876633599181,0.563740533468032,0.623429181144701,0.497953861827886,0.667033135357351,0.0275738696282317,0.0260942020082655
"369","pre2013","BPQ060_7",0,0,0.483607234237099,0.63955044546351,0.483606485333306,0.639549230973328,0.00285393368998667,0.00394359875425908
"370","pre2013","bp_med_renin_inhibitors_No",0.883384370555571,1.5311704235583,-0.150149614273577,0.559471550416674,0.473789496864793,1.25102498312946,0.0639604234149251,0.061890245573375
"371","pre2013","BPXPTY_2",0.730956805360149,0.796594641899286,0.0761734606138504,0.928734026621504,0.452279603233152,0.778521209040595,0.0278778749147945,0.0169880592943502
"372","pre2013","DSD010AN_7",0.39845307425984,0.848570044784044,0.200200300500877,0.422059291888612,0.447234977119619,0.948967301392148,0.00725743186100233,0.014283282570578
"373","pre2013","OSQ010B_9",0.300300450751315,0.483529663209757,0.100100150250438,0.316544468916459,0.334583237183681,0.546750598956986,0.0101201838690568,0.0164415101687529
"374","pre2013","demo_pregnant_Yes",0.68322846364712,0.770808799588395,0.15922427650001,1.13979501575147,0.303220212238846,0.969733057109669,0.0540985977534001,0.0479894162981757
"375","pre2013","DPQ040_7",0.267700081467192,0.585005304285371,0.126762215141176,0.400857321094399,0.280108392348558,0.621624586385874,0.00860684131424616,0.0112262008100885
"376","pre2013","PFQ090_9",0,0,0.260856598398401,0.568214153765114,0.260905871764528,0.568343917396133,0.00528677185932988,0.00643367904595439
"377","pre2013","HUQ010_9",0.100100150250438,0.316544468916459,0.141699046295081,0.4480917285661,0.241804418449461,0.519114652587702,0.00882363502392777,0.0107695174118355
"378","pre2013","SLQ050_9",0.525214338770289,0.834770768065219,-0.141698434098169,0.932566890198901,0.203175674173221,0.625548192190524,0.0137509552485255,0.0129209777707069
"379","pre2013","DSD010AN_9",0.173723090714682,0.549360648822442,0,0,0.17372376122259,0.549362769154621,0.0103486593524287,0.0132841469425692
"380","pre2013","DPQ020_7",0.134719563850378,0.426020667151678,0,0,0.134394556251946,0.424992902883771,0.0128189370921401,0.0126741720454354
"381","pre2013","DPQ050_9",0.0162109899281526,0.683677860637647,0.200200300500877,0.422059291888612,0.100388993354472,0.739164861338805,0.0155868119077304,0.0168807484358412
"382","pre2013","OSQ010C_7",0.100100150250438,0.316544468916459,0,0,0.100100150250438,0.316544468916459,2e-04,0.000632455532033676
"383","pre2013","HOQ065_9",0.100100150250438,0.316544468916459,0,0,0.100100150250438,0.316544468916459,0.00387002847951152,0.009847777767429
"384","pre2013","DPQ060_7",0,0,0.100100150250438,0.316544468916459,0.100100150250438,0.316544468916459,0.00191266597286926,0.00482597062566441
"385","pre2013","DPQ070_7",0.100100150250438,0.316544468916459,0,0,0.100100150250438,0.316544468916459,0.00405789420577478,0.0101028420735702
"386","pre2013","MCQ160E_7",0,0,0.100100150250438,0.316544468916459,0.100100150250438,0.316544468916459,0.00721758418395996,0.00774972661187124
"387","pre2013","DPQ070_9",-0.32154776485537,1.38678112518732,0.999287235838231,0.89388980931142,0.0475703500781893,1.23715449196988,0.225415357608848,0.172174196046051
"388","pre2013","demo_pregnant_No",0.642803751705716,0.995662957895031,-0.235481601832925,1.00758472717765,0.0320124027880517,1.09645648865896,0.0347532503572961,0.0130265269732178
"389","pre2013","BPAARM_8",0,0,0,0,0,0,0,0
"390","pre2013","BPACSZ_1",0,0,0,0,0,0,0.00220195832125363,0.00464643788913666
"391","pre2013","BPQ030_7",0,0,0,0,0,0,0,0
"392","pre2013","BPQ080_7",0,0,0,0,0,0,0,0
"393","pre2013","CDQ010_7",0,0,0,0,0,0,0,0
"394","pre2013","DBQ330_7",0,0,0,0,0,0,0,0
"395","pre2013","DBQ330_9",0,0,0,0,0,0,0,0
"396","pre2013","DIQ050_9",0,0,0,0,0,0,0,0
"397","pre2013","DPQ030_7",0,0,0,0,0,0,0,0
"398","pre2013","DPQ050_7",0,0,0,0,0,0,0,0
"399","pre2013","DPQ080_7",0,0,0,0,0,0,0,0
