"","Year","Feature","No_mean","No_sd","Yes_mean","Yes_sd","MeanDecreaseAccuracy_mean","MeanDecreaseAccuracy_sd","MeanDecreaseGini_mean","MeanDecreaseGini_sd"
"305","pre2013","BPAARM_2",1.60324671182891,1.05686061849602,1.89361266082135,1.29178911676815,2.2365409848449,1.3338740615509,0.351071741985753,0.209516703971408
"306","pre2013","BPQ060_9",1.85801200020395,1.07483238608334,1.61437513023209,1.15900709874306,2.23638668989819,1.15249616368914,0.267961993155554,0.0872977287892224
"307","pre2013","DPQ080_3",1.30486346590216,0.818583154459713,1.9155095096422,1.31411462321456,2.22409463770026,0.743125322300987,0.227718860319399,0.110462384139862
"308","pre2013","OSQ010C_1",2.0284374008152,0.932435847290771,1.05078119613774,0.947387353065005,2.16897339710296,0.499880899193193,0.220184581589942,0.0548646449576129
"309","pre2013","DS1AN_2",1.93423424596916,1.33800630789511,1.05947449597981,0.910308020295838,2.16101077797986,1.06019293779861,0.352756149723733,0.0771369344784303
"310","pre2013","CDQ010_9",1.82960486837223,0.814316128069985,1.3392299364324,0.555066702109913,2.11318091520087,0.8097566230512,0.309940125878006,0.213950127413755
"311","pre2013","MCQ092_9",1.62891302200356,0.885016829870814,1.45477493713061,1.20022957500645,2.06637732453812,0.917203729204425,0.297407954608007,0.0776800927850197
"312","pre2013","bp_med_central_Yes",0.472498287390545,1.1273223883124,2.21350219177236,1.03463615698111,2.05970664656544,1.13347829432168,0.237964598272683,0.0822732329688591
"313","pre2013","DPQ090_2",1.10127153656339,0.867923513031298,1.89987448157587,0.89319736921627,1.95862760724235,0.749836997347753,0.093388857507926,0.0385739183679073
"314","pre2013","DPQ080_2",1.27893896502843,0.895403723848221,1.43861730979958,0.809628800215304,1.82113263833884,0.69301174374108,0.139255072509824,0.0529630214706407
"315","pre2013","IMQ020_2",1.36144093540485,0.897936140381139,1.39757230732296,0.728915774364087,1.77554636099796,0.858272695205661,0.161219106963343,0.0627000014553994
"316","pre2013","BPAARM_1",0.679479766567784,0.941665559731784,2.09902838954324,0.722680291107205,1.7623782922829,0.769775842017297,0.376281492794665,0.20193583726302
"317","pre2013","bp_med_central_No",0.474947457672779,1.13054507431721,2.076011240636,1.06142571425226,1.73352022222797,1.30161891170325,0.305535937540871,0.131699767326644
"318","pre2013","INDFMMPC_9",1.36581571441448,1.18087411003222,1.16653104496858,0.785667499376747,1.71465426048188,0.870516304519459,0.105451872354909,0.0288852379481191
"319","pre2013","DPQ060_3",0.836132387679392,1.29886733324266,1.80471390041809,0.63307870838864,1.69049692160915,1.20736483570773,0.183939046613144,0.0466586116175259
"320","pre2013","BPACSZ_2",1.33212247476984,0.901374593268674,1.22862701167715,0.769238334946382,1.66801698439504,0.936587872646478,0.0812341370930292,0.0445816913805046
"321","pre2013","OSQ060_9",1.06128818284884,1.03245705255028,1.22747994093049,1.05360704314099,1.66473829114679,0.890309912113521,0.135647830618274,0.0736591881057891
"322","pre2013","MCQ160C_9",1.19266854437362,0.763535957465597,1.30278798758074,0.616487320594015,1.64221672062212,0.50649172710779,0.0838377359274749,0.0390278286494345
"323","pre2013","bp_med_alpha_Yes",1.12376483338846,1.23207598009346,1.01245597077376,0.878139417771987,1.50861188377959,0.996524764107076,0.259193987765505,0.0599657549533484
"324","pre2013","OSQ010C_9",1.18793785325191,0.675412683326008,0.892491338927105,0.811160440489065,1.48647781261813,0.645502944087999,0.126635731880696,0.0949939563797497
"325","pre2013","BPQ080_9",0.982432609718495,0.968886676590443,0.62283778822668,1.18964045008051,1.41081031371427,0.865255283847304,0.095315854196464,0.0418861575899001
"326","pre2013","BPQ070_9",0.958557756372759,0.846228108818053,0.88710489987185,0.631359876039969,1.35911557056472,0.418738419618147,0.0248464758917031,0.0134728456243065
"327","pre2013","BPQ030_9",1.49479597795237,0.481886353543069,0.582892441923796,0.850549400879295,1.35891434406991,0.776887223292613,0.0912639935906243,0.0579899896002956
"328","pre2013","DR1LANG_5",0.88718512977184,0.853402920615948,1.31008568345293,0.970967922583298,1.31766850581964,0.897203268231893,0.0344901985354101,0.0157918459893719
"329","pre2013","INDFMMPC_7",1.20056828217525,1.06264766106159,0.870102454652127,1.06308619191709,1.27496268892354,1.0196177121355,0.115685758071128,0.0417823873129922
"330","pre2013","DR1LANG_6",0.5391210928446,0.796363489513716,1.19467995392587,0.861216147153994,1.25190272693428,0.944261573007696,0.0305171931428127,0.0150791206002515
"331","pre2013","DR1LANG_4",0.196321581255318,1.19028800480205,1.39788743326848,1.06718944082654,1.19736175011541,0.885746981281342,0.0857673301661166,0.0266447865900895
"332","pre2013","MCQ160D_9",0.825608721166995,1.08367343284451,1.2100700627633,0.665513805624457,1.15109074904845,1.15253605851494,0.124491899995405,0.0766767872409269
"333","pre2013","DR1LANG_3",0.702035911865148,0.913949624996487,1.10705771168014,1.04825878737686,1.14642829388956,1.05620520913723,0.0536559770911308,0.018078590105023
"334","pre2013","MCQ053_9",1.38722669131883,0.266647213734938,0.331781986710748,0.99304250399341,1.13326174520548,0.816937804410743,0.0686934616719766,0.043483343126896
"335","pre2013","DPQ040_9",0.425117756600069,1.02511296466921,1.0577543487118,0.982926661641754,1.11105154944491,0.860168882741461,0.0430769487491792,0.0299942450203165
"336","pre2013","MCQ080_9",0.279679867431722,1.31118324693856,1.25507691714571,1.10964495493013,1.09692680749254,1.26920286699521,0.130639468204765,0.0547796950040723
"337","pre2013","OSQ010A_9",0.776646213682875,0.920844396708164,0.555965438356162,0.781966130973939,1.0897314791828,1.02881877201454,0.049944431246904,0.0597564982798487
"338","pre2013","WHQ030_9",0.700427058814676,1.11861527361105,1.08047046652876,1.12476422772426,1.08553488670236,1.21936709100018,0.0502019912111221,0.0296761444725689
"339","pre2013","MCQ220_9",0.877726934118996,0.538929668919782,0.576976646417062,0.62421008601945,1.08092751609925,0.628002784027114,0.0611969892530866,0.0508601069442549
"340","pre2013","bp_med_vasod_No",0.80598114800563,0.881239258844205,0.847602342522635,0.950598333774424,1.04721372346435,0.707741840418679,0.0591498425265306,0.032564053998739
"341","pre2013","DPQ060_9",0.430943749093074,0.996996094978661,0.927525841447907,1.12087665316869,1.02370089659233,1.18341856385233,0.0691088808117505,0.0269924569125434
