"","coef","mean","sd"
"htn_resistant_jnc7_Yes",0,0.127212421975517,2.08514382297095
"htn_resistant_accaha_No",0.440718096774079,0.127212421975517,2.08514382297095
"htn_resistant_accaha_Yes",-3.65012723025056e-14,0.127212421975517,2.08514382297095
"htn_resistant_jnc7_thz_No",0,0.127212421975517,2.08514382297095
"htn_resistant_jnc7_thz_Yes",0,0.127212421975517,2.08514382297095
"htn_resistant_accaha_thz_No",0,0.127212421975517,2.08514382297095
"htn_resistant_accaha_thz_Yes",0,0.127212421975517,2.08514382297095
"cc_smoke_Never",0,0.127212421975517,2.08514382297095
"cc_smoke_Former",0.52631571714557,0.127212421975517,2.08514382297095
"cc_smoke_Current",0,0.127212421975517,2.08514382297095
"cc_bmi_25",0,0.127212421975517,2.08514382297095
"cc_bmi_25to30",0,0.127212421975517,2.08514382297095
"cc_bmi_30to35",0,0.127212421975517,2.08514382297095
"cc_bmi_35plus",0,0.127212421975517,2.08514382297095
"cc_diabetes_No",0,0.127212421975517,2.08514382297095
"cc_diabetes_Yes",0,0.127212421975517,2.08514382297095
"cc_ckd_No",0.399104224745906,0.127212421975517,2.08514382297095
"cc_ckd_Yes",-1.02626681258545e-15,0.127212421975517,2.08514382297095
"cc_cvd_mi_No",0,0.127212421975517,2.08514382297095
"cc_cvd_mi_Yes",0,0.127212421975517,2.08514382297095
"cc_cvd_chd_No",0,0.127212421975517,2.08514382297095
"cc_cvd_chd_Yes",0,0.127212421975517,2.08514382297095
"cc_cvd_ascvd_No",0,0.127212421975517,2.08514382297095
"cc_cvd_ascvd_Yes",0,0.127212421975517,2.08514382297095
"cc_cvd_hf_No",0,0.127212421975517,2.08514382297095
"cc_cvd_hf_Yes",0,0.127212421975517,2.08514382297095
"cc_cvd_any_No",0.527172274984308,0.127212421975517,2.08514382297095
"cc_cvd_any_Yes",-0.0414016503813259,0.127212421975517,2.08514382297095
"DSD010AN_1",0,0.127212421975517,2.08514382297095
"DSD010AN_2",0,0.127212421975517,2.08514382297095
"DSD010AN_7",-1.25563297466773,0.127212421975517,2.08514382297095
"DSD010AN_9",0,0.127212421975517,2.08514382297095
"DR1DRSTZ_1",0,0.127212421975517,2.08514382297095
"DR1DRSTZ_2",0,0.127212421975517,2.08514382297095
"DR1DRSTZ_5",0,0.127212421975517,2.08514382297095
"DR1LANG_1",0,0.127212421975517,2.08514382297095
"DR1LANG_2",0,0.127212421975517,2.08514382297095
"DR1LANG_3",0.748325754004367,0.127212421975517,2.08514382297095
"DR1LANG_4",0,0.127212421975517,2.08514382297095
"DR1LANG_5",0,0.127212421975517,2.08514382297095
"DR1LANG_6",0,0.127212421975517,2.08514382297095
"DS1DS_1",0.258243103876812,0.127212421975517,2.08514382297095
"DS1DS_2",-1.34850936465244e-14,0.127212421975517,2.08514382297095
"DS1AN_1",0,0.127212421975517,2.08514382297095
"DS1AN_2",0,0.127212421975517,2.08514382297095
"DR2DRSTZ_1",0,0.127212421975517,2.08514382297095
"DR2DRSTZ_2",0,0.127212421975517,2.08514382297095
"DR2DRSTZ_5",0,0.127212421975517,2.08514382297095
"BPAARM_1",0,0.127212421975517,2.08514382297095
"BPAARM_2",0,0.127212421975517,2.08514382297095
"BPAARM_8",0,0.127212421975517,2.08514382297095
"BPACSZ_1",0,0.127212421975517,2.08514382297095
"BPACSZ_2",0,0.127212421975517,2.08514382297095
"BPACSZ_3",0,0.127212421975517,2.08514382297095
"BPACSZ_4",0,0.127212421975517,2.08514382297095
"BPACSZ_5",-0.0543045762118908,0.127212421975517,2.08514382297095
"BPXPULS_1",0,0.127212421975517,2.08514382297095
"BPXPULS_2",0,0.127212421975517,2.08514382297095
"BPXPTY_1",0,0.127212421975517,2.08514382297095
"BPXPTY_2",0,0.127212421975517,2.08514382297095
"BPAEN1_1",0,0.127212421975517,2.08514382297095
"BPAEN1_2",0,0.127212421975517,2.08514382297095
"BPAEN2_1",1.56666567392122,0.127212421975517,2.08514382297095
"BPAEN2_2",-2.36740832565888e-14,0.127212421975517,2.08514382297095
"BPAEN3_1",-0.136692987296787,0.127212421975517,2.08514382297095
"BPAEN3_2",6.54379334073847e-15,0.127212421975517,2.08514382297095
"LBXHA_1",-0.0930924818111529,0.127212421975517,2.08514382297095
"LBXHA_2",0,0.127212421975517,2.08514382297095
"LBXHA_3",0,0.127212421975517,2.08514382297095
"DBQ330_1",0,0.127212421975517,2.08514382297095
"DBQ330_2",0,0.127212421975517,2.08514382297095
"DBQ330_7",0,0.127212421975517,2.08514382297095
"DBQ330_9",0,0.127212421975517,2.08514382297095
"BPQ020_1",0,0.127212421975517,2.08514382297095
"BPQ020_2",0,0.127212421975517,2.08514382297095
"BPQ030_1",0,0.127212421975517,2.08514382297095
"BPQ030_2",0,0.127212421975517,2.08514382297095
"BPQ030_7",0,0.127212421975517,2.08514382297095
"BPQ030_9",0,0.127212421975517,2.08514382297095
"BPQ040A_1",0,0.127212421975517,2.08514382297095
"BPQ040A_2",0,0.127212421975517,2.08514382297095
"BPQ060_1",0,0.127212421975517,2.08514382297095
"BPQ060_2",0.285634151207658,0.127212421975517,2.08514382297095
"BPQ060_7",0,0.127212421975517,2.08514382297095
"BPQ060_9",0,0.127212421975517,2.08514382297095
"BPQ070_1",0,0.127212421975517,2.08514382297095
"BPQ070_2",0,0.127212421975517,2.08514382297095
"BPQ070_3",0,0.127212421975517,2.08514382297095
"BPQ070_4",0,0.127212421975517,2.08514382297095
"BPQ070_9",0,0.127212421975517,2.08514382297095
"BPQ080_1",0,0.127212421975517,2.08514382297095
"BPQ080_2",0.144352071334409,0.127212421975517,2.08514382297095
"BPQ080_7",0,0.127212421975517,2.08514382297095
"BPQ080_9",0,0.127212421975517,2.08514382297095
"BPQ090D_1",0,0.127212421975517,2.08514382297095
"BPQ090D_2",0,0.127212421975517,2.08514382297095
"BPQ090D_9",0,0.127212421975517,2.08514382297095
"CDQ010_1",0,0.127212421975517,2.08514382297095
"CDQ010_2",0,0.127212421975517,2.08514382297095
"CDQ010_7",0,0.127212421975517,2.08514382297095
"CDQ010_9",0,0.127212421975517,2.08514382297095
"HSQ590_1",0,0.127212421975517,2.08514382297095
"HSQ590_2",0,0.127212421975517,2.08514382297095
"HSQ590_7",0,0.127212421975517,2.08514382297095
"HSQ590_9",0,0.127212421975517,2.08514382297095
"DIQ010_1",-0.321859273122205,0.127212421975517,2.08514382297095
"DIQ010_2",0.453248577285395,0.127212421975517,2.08514382297095
"DIQ010_3",0,0.127212421975517,2.08514382297095
"DIQ010_9",0,0.127212421975517,2.08514382297095
"DIQ050_1",0,0.127212421975517,2.08514382297095
"DIQ050_2",0,0.127212421975517,2.08514382297095
"DIQ050_9",0,0.127212421975517,2.08514382297095
"HIQ210_1",0,0.127212421975517,2.08514382297095
"HIQ210_2",0,0.127212421975517,2.08514382297095
"HIQ210_7",0,0.127212421975517,2.08514382297095
"HIQ210_9",0,0.127212421975517,2.08514382297095
"HUQ010_1",0.00796126852655251,0.127212421975517,2.08514382297095
"HUQ010_2",0,0.127212421975517,2.08514382297095
"HUQ010_3",-0.386496102804934,0.127212421975517,2.08514382297095
"HUQ010_4",0,0.127212421975517,2.08514382297095
"HUQ010_5",0,0.127212421975517,2.08514382297095
"HUQ010_7",0,0.127212421975517,2.08514382297095
"HUQ010_9",0,0.127212421975517,2.08514382297095
"HUQ030_1",0,0.127212421975517,2.08514382297095
"HUQ030_2",0,0.127212421975517,2.08514382297095
"HUQ030_3",0,0.127212421975517,2.08514382297095
"HUQ030_7",0,0.127212421975517,2.08514382297095
"HUQ030_9",0,0.127212421975517,2.08514382297095
"HUQ090_1",0,0.127212421975517,2.08514382297095
"HUQ090_2",0,0.127212421975517,2.08514382297095
"HUQ090_7",0,0.127212421975517,2.08514382297095
"HUQ090_9",0,0.127212421975517,2.08514382297095
"HOQ065_1",0.362861816971601,0.127212421975517,2.08514382297095
"HOQ065_2",0,0.127212421975517,2.08514382297095
"HOQ065_3",0,0.127212421975517,2.08514382297095
"HOQ065_7",-0.894368219805625,0.127212421975517,2.08514382297095
"HOQ065_9",0,0.127212421975517,2.08514382297095
"IMQ020_1",0,0.127212421975517,2.08514382297095
"IMQ020_2",0,0.127212421975517,2.08514382297095
"IMQ020_3",0,0.127212421975517,2.08514382297095
"IMQ020_7",0,0.127212421975517,2.08514382297095
"IMQ020_9",0,0.127212421975517,2.08514382297095
"MCQ010_1",-0.0920980420112657,0.127212421975517,2.08514382297095
"MCQ010_2",0,0.127212421975517,2.08514382297095
"MCQ010_9",0,0.127212421975517,2.08514382297095
"MCQ053_1",0,0.127212421975517,2.08514382297095
"MCQ053_2",0,0.127212421975517,2.08514382297095
"MCQ053_9",0,0.127212421975517,2.08514382297095
"MCQ080_1",-0.0365561009667834,0.127212421975517,2.08514382297095
"MCQ080_2",0,0.127212421975517,2.08514382297095
"MCQ080_9",0,0.127212421975517,2.08514382297095
"MCQ092_1",0,0.127212421975517,2.08514382297095
"MCQ092_2",0,0.127212421975517,2.08514382297095
"MCQ092_7",0,0.127212421975517,2.08514382297095
"MCQ092_9",0,0.127212421975517,2.08514382297095
"MCQ160A_1",0.774718091894247,0.127212421975517,2.08514382297095
"MCQ160A_2",0,0.127212421975517,2.08514382297095
"MCQ160A_9",0,0.127212421975517,2.08514382297095
"MCQ160B_1",0,0.127212421975517,2.08514382297095
"MCQ160B_2",0,0.127212421975517,2.08514382297095
"MCQ160B_7",0,0.127212421975517,2.08514382297095
"MCQ160B_9",0,0.127212421975517,2.08514382297095
"MCQ160C_1",0,0.127212421975517,2.08514382297095
"MCQ160C_2",0,0.127212421975517,2.08514382297095
"MCQ160C_7",0,0.127212421975517,2.08514382297095
"MCQ160C_9",0,0.127212421975517,2.08514382297095
"MCQ160D_1",0,0.127212421975517,2.08514382297095
"MCQ160D_2",0,0.127212421975517,2.08514382297095
"MCQ160D_7",0,0.127212421975517,2.08514382297095
"MCQ160D_9",0,0.127212421975517,2.08514382297095
"MCQ160E_1",0,0.127212421975517,2.08514382297095
"MCQ160E_2",0,0.127212421975517,2.08514382297095
"MCQ160E_7",0,0.127212421975517,2.08514382297095
"MCQ160E_9",0,0.127212421975517,2.08514382297095
"MCQ160F_1",0,0.127212421975517,2.08514382297095
"MCQ160F_2",0,0.127212421975517,2.08514382297095
"MCQ160F_9",2.90748071193628,0.127212421975517,2.08514382297095
"MCQ160L_1",0,0.127212421975517,2.08514382297095
"MCQ160L_2",0,0.127212421975517,2.08514382297095
"MCQ160L_9",0,0.127212421975517,2.08514382297095
"MCQ220_1",-0.234543466931807,0.127212421975517,2.08514382297095
"MCQ220_2",0,0.127212421975517,2.08514382297095
"MCQ220_9",0,0.127212421975517,2.08514382297095
"OSQ010A_1",0,0.127212421975517,2.08514382297095
"OSQ010A_2",0,0.127212421975517,2.08514382297095
"OSQ010A_9",0,0.127212421975517,2.08514382297095
"OSQ010B_1",0,0.127212421975517,2.08514382297095
"OSQ010B_2",0,0.127212421975517,2.08514382297095
"OSQ010B_7",0,0.127212421975517,2.08514382297095
"OSQ010B_9",0,0.127212421975517,2.08514382297095
"OSQ010C_1",1.3978278949109,0.127212421975517,2.08514382297095
"OSQ010C_2",0,0.127212421975517,2.08514382297095
"OSQ010C_7",0,0.127212421975517,2.08514382297095
"OSQ010C_9",0,0.127212421975517,2.08514382297095
"OSQ060_1",0,0.127212421975517,2.08514382297095
"OSQ060_2",0.26702363574188,0.127212421975517,2.08514382297095
"OSQ060_7",0,0.127212421975517,2.08514382297095
"OSQ060_9",0,0.127212421975517,2.08514382297095
"PFQ059_1",0,0.127212421975517,2.08514382297095
"PFQ059_2",0,0.127212421975517,2.08514382297095
"PFQ059_7",0,0.127212421975517,2.08514382297095
"PFQ059_9",0,0.127212421975517,2.08514382297095
"PFQ090_1",0,0.127212421975517,2.08514382297095
"PFQ090_2",0,0.127212421975517,2.08514382297095
"PFQ090_9",0,0.127212421975517,2.08514382297095
"SMQ020_1",0,0.127212421975517,2.08514382297095
"SMQ020_2",0,0.127212421975517,2.08514382297095
"SMQ020_7",0,0.127212421975517,2.08514382297095
"SMQ020_9",0,0.127212421975517,2.08514382297095
"WHQ030_1",0,0.127212421975517,2.08514382297095
"WHQ030_2",0,0.127212421975517,2.08514382297095
"WHQ030_3",-0.253799903269878,0.127212421975517,2.08514382297095
"WHQ030_7",0,0.127212421975517,2.08514382297095
"WHQ030_9",0,0.127212421975517,2.08514382297095
"WHQ070_1",0.294536968335321,0.127212421975517,2.08514382297095
"WHQ070_2",0,0.127212421975517,2.08514382297095
"WHQ070_7",0,0.127212421975517,2.08514382297095
"WHQ070_9",0,0.127212421975517,2.08514382297095
"DPQ010_0",0,0.127212421975517,2.08514382297095
"DPQ010_1",0.160370670175086,0.127212421975517,2.08514382297095
"DPQ010_2",0,0.127212421975517,2.08514382297095
"DPQ010_3",0,0.127212421975517,2.08514382297095
"DPQ010_7",0,0.127212421975517,2.08514382297095
"DPQ010_9",0,0.127212421975517,2.08514382297095
"DPQ020_0",0.346356384260561,0.127212421975517,2.08514382297095
"DPQ020_1",0,0.127212421975517,2.08514382297095
"DPQ020_2",0,0.127212421975517,2.08514382297095
"DPQ020_3",0,0.127212421975517,2.08514382297095
"DPQ020_7",0,0.127212421975517,2.08514382297095
"DPQ020_9",0,0.127212421975517,2.08514382297095
"DPQ030_0",0,0.127212421975517,2.08514382297095
"DPQ030_1",0,0.127212421975517,2.08514382297095
"DPQ030_2",0,0.127212421975517,2.08514382297095
"DPQ030_3",0,0.127212421975517,2.08514382297095
"DPQ030_7",0,0.127212421975517,2.08514382297095
"DPQ030_9",0,0.127212421975517,2.08514382297095
"DPQ040_0",0,0.127212421975517,2.08514382297095
"DPQ040_1",-0.185871993282447,0.127212421975517,2.08514382297095
"DPQ040_2",0,0.127212421975517,2.08514382297095
"DPQ040_3",0,0.127212421975517,2.08514382297095
"DPQ040_7",0,0.127212421975517,2.08514382297095
"DPQ040_9",0,0.127212421975517,2.08514382297095
"DPQ050_0",0,0.127212421975517,2.08514382297095
"DPQ050_1",-0.0294587281539184,0.127212421975517,2.08514382297095
"DPQ050_2",0,0.127212421975517,2.08514382297095
"DPQ050_3",0.276879178749941,0.127212421975517,2.08514382297095
"DPQ050_7",0,0.127212421975517,2.08514382297095
"DPQ050_9",0,0.127212421975517,2.08514382297095
"DPQ060_0",0,0.127212421975517,2.08514382297095
"DPQ060_1",0,0.127212421975517,2.08514382297095
"DPQ060_2",0,0.127212421975517,2.08514382297095
"DPQ060_3",0,0.127212421975517,2.08514382297095
"DPQ060_7",0,0.127212421975517,2.08514382297095
"DPQ060_9",0,0.127212421975517,2.08514382297095
"DPQ070_0",0,0.127212421975517,2.08514382297095
"DPQ070_1",0,0.127212421975517,2.08514382297095
"DPQ070_2",0,0.127212421975517,2.08514382297095
"DPQ070_3",0,0.127212421975517,2.08514382297095
"DPQ070_7",0,0.127212421975517,2.08514382297095
"DPQ070_9",0,0.127212421975517,2.08514382297095
"DPQ080_0",0,0.127212421975517,2.08514382297095
"DPQ080_1",0.558231966234347,0.127212421975517,2.08514382297095
"DPQ080_2",0,0.127212421975517,2.08514382297095
"DPQ080_3",0,0.127212421975517,2.08514382297095
"DPQ080_7",0,0.127212421975517,2.08514382297095
"DPQ080_9",0,0.127212421975517,2.08514382297095
"DPQ090_0",0,0.127212421975517,2.08514382297095
"DPQ090_1",0,0.127212421975517,2.08514382297095
"DPQ090_2",0,0.127212421975517,2.08514382297095
"DPQ090_3",0,0.127212421975517,2.08514382297095
"DPQ090_7",0,0.127212421975517,2.08514382297095
"DPQ090_9",0,0.127212421975517,2.08514382297095
"PUQ100_1",0,0.127212421975517,2.08514382297095
"PUQ100_2",0,0.127212421975517,2.08514382297095
"PUQ100_9",0,0.127212421975517,2.08514382297095
"PUQ110_1",0,0.127212421975517,2.08514382297095
"PUQ110_2",0.0466000297806219,0.127212421975517,2.08514382297095
"PUQ110_7",0,0.127212421975517,2.08514382297095
"PUQ110_9",0,0.127212421975517,2.08514382297095
"SLQ050_1",0,0.127212421975517,2.08514382297095
"SLQ050_2",0,0.127212421975517,2.08514382297095
"SLQ050_7",0,0.127212421975517,2.08514382297095
"SLQ050_9",0,0.127212421975517,2.08514382297095
"SMAQUEX_1",0,0.127212421975517,2.08514382297095
"SMAQUEX_2",0,0.127212421975517,2.08514382297095
"INDFMMPC_1",0,0.127212421975517,2.08514382297095
"INDFMMPC_2",0,0.127212421975517,2.08514382297095
"INDFMMPC_3",0,0.127212421975517,2.08514382297095
"INDFMMPC_7",0,0.127212421975517,2.08514382297095
"INDFMMPC_9",0,0.127212421975517,2.08514382297095
"(Intercept)1",-21.0978207588451,0.127212421975517,2.08514382297095
"demo_age_years1",0,0.127212421975517,2.08514382297095
"bp_sys_mean1",-1.22818811396145,0.127212421975517,2.08514382297095
"bp_dia_mean1",0.036801768600784,0.127212421975517,2.08514382297095
"DSDCOUNT_x1",0.168141868390436,0.127212421975517,2.08514382297095
"DSDANCNT1",0,0.127212421975517,2.08514382297095
"DR1EXMER1",0.303595963770159,0.127212421975517,2.08514382297095
"DR1DAY1",0,0.127212421975517,2.08514382297095
"DS1DSCNT1",0,0.127212421975517,2.08514382297095
"DS1ANCNT1",0,0.127212421975517,2.08514382297095
"BMXWT1",0,0.127212421975517,2.08514382297095
"BMXHT1",0,0.127212421975517,2.08514382297095
"BMXBMI1",0,0.127212421975517,2.08514382297095
"BMXLEG1",0,0.127212421975517,2.08514382297095
"BMXARML1",-0.197397077733239,0.127212421975517,2.08514382297095
"BMXARMC1",0,0.127212421975517,2.08514382297095
"BMXWAIST1",0,0.127212421975517,2.08514382297095
"BPXPLS1",-0.0875900712019736,0.127212421975517,2.08514382297095
"BPXML11",0,0.127212421975517,2.08514382297095
"BPXSY11",0,0.127212421975517,2.08514382297095
"BPXDI11",0.0859823341612962,0.127212421975517,2.08514382297095
"BPXSY21",-0.86796634435685,0.127212421975517,2.08514382297095
"BPXDI21",0.263377544392871,0.127212421975517,2.08514382297095
"BPXSY31",-0.904543266532824,0.127212421975517,2.08514382297095
"BPXDI31",0,0.127212421975517,2.08514382297095
"LBXWBCSI1",0,0.127212421975517,2.08514382297095
"LBXLYPCT1",0,0.127212421975517,2.08514382297095
"LBXMOPCT1",0,0.127212421975517,2.08514382297095
"LBXNEPCT1",0,0.127212421975517,2.08514382297095
"LBXEOPCT1",-0.103160680845583,0.127212421975517,2.08514382297095
"LBXBAPCT1",0,0.127212421975517,2.08514382297095
"LBDLYMNO1",0,0.127212421975517,2.08514382297095
"LBDMONO1",0,0.127212421975517,2.08514382297095
"LBDNENO1",-0.0326471705998551,0.127212421975517,2.08514382297095
"LBDEONO1",0,0.127212421975517,2.08514382297095
"LBDBANO1",0,0.127212421975517,2.08514382297095
"LBXRBCSI1",0,0.127212421975517,2.08514382297095
"LBXHGB1",0,0.127212421975517,2.08514382297095
"LBXHCT1",0,0.127212421975517,2.08514382297095
