"","source","Feature","Gain","Cover","Frequency","Importance"
"1","xgb7","bp_sys_mean",0.854719673391239,0.62843995895371,0.515463917525773,0.515463917525773
"2","xgb7","bp_dia_mean",0.145280326608761,0.37156004104629,0.484536082474227,0.484536082474227
"3","xgb8","bp_sys_mean",0.854719673391239,0.62843995895371,0.515463917525773,0.515463917525773
"4","xgb8","bp_dia_mean",0.145280326608761,0.37156004104629,0.484536082474227,0.484536082474227
"5","xgb9","bp_sys_mean",0.865827400767074,0.622585596824234,0.50761421319797,0.50761421319797
"6","xgb9","bp_dia_mean",0.134172599232926,0.377414403175766,0.49238578680203,0.49238578680203
