"","Year","Feature","Gain_mean","Gain_sd","Cover_mean","Cover_sd","Frequency_mean","Frequency_sd","Count"
"164","overall","BPXSY2",1.71246304358915e-05,2.30187151451029e-05,0.0549728107121823,0.0296815056367858,0.0313176260151194,0.0125769412254849,3
"165","overall","bp_cat_meds_excluded_SBP120andDBP80mmHg",0.510599664623843,0.00548234909465648,0.111148164072753,0.0187500911758832,0.0309887684750271,0.010593533303323,3
"166","overall","URXUCR",3.24608079717529e-05,3.03008323245267e-05,0.0303132657652277,0.0285767657469308,0.029902890264332,0.0184397033439771,3
"167","overall","LBXMPSI",6.49015374008758e-05,5.53201821950929e-05,0.0333647196226207,0.0347952658095376,0.0221909014241543,0.0167725235797195,3
"168","overall","DR1EXMER",0.000166651739310385,0.000277620343255864,0.00589646363162142,0.00757708211960362,0.0199990847522347,0.0115493134859595,3
"169","overall","bp_med_angioten_No",4.05065357985919e-06,4.33169188205981e-06,0.00672167428713204,0.00382972520807815,0.0188327304189063,0.0099466170832157,3
"170","overall","LBXPLTSI",1.86171124279635e-05,2.98546907976197e-05,0.0103637401493437,0.00710184310944401,0.0180960417568467,0.0116210201927269,3
"171","overall","BPAEN2_1",4.57188169900362e-06,5.39296570464992e-06,0.0159651618556955,0.016819054934143,0.0165047060241877,0.0106606874709217,3
"172","overall","LBXWBCSI",7.14765521276825e-06,1.07440209533859e-05,0.0222818988467968,0.0271259301622039,0.0160743312364176,0.0139282723872197,3
"173","overall","demo_race_Other",8.81056271614651e-05,0.000104296180759746,0.0186795753750934,0.0162289885042333,0.0160007458855713,0.00798150852615834,2
"174","overall","DS1DSCNT",5.54291647471136e-05,9.7661546687649e-05,0.0134234393490614,0.00932637910093898,0.0158326756760306,0.00845573934948355,3
"175","overall","DSDANCNT",6.64062448431866e-06,8.12331548904529e-06,0.0133866880768735,0.0309635803502951,0.0147773539548007,0.0266655230777323,3
"176","overall","BPXSY3",7.6976060410885e-05,0.00017691556945712,0.0138651321115627,0.0113458470377237,0.0145294949825387,0.00993569290177865,3
"177","overall","BPXML1",1.56798406855432e-05,1.86475644102284e-05,0.0126116531972049,0.00633895922125848,0.0143052346504592,0.00719558915650399,3
"178","overall","LBXMC",1.54870399649312e-06,1.99083036537024e-06,0.0173108055070488,0.0210988453724611,0.0134571242391403,0.0139460925272644,3
"179","overall","BPXSY1",3.93530251512653e-06,4.65896980392649e-06,0.0189478035335205,0.00947666955251255,0.0123440551745189,0.00458222272047479,3
